Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,72.0,39.0,79.0,33.0,273.0,7.0
Dance Dance Revolution 3rdMix,PS,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.33,0.02,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Ryu Ga Gotoku Kenzan!,PS3,2008.0,Adventure,Sega,0.0,0.0,0.36,0.0,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Super Robot Taisen A,GBA,2001.0,Strategy,Banpresto,0.0,0.0,0.35,0.01,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Watch Dogs 2,XOne,2016.0,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,9.0,74.0,131.0,1532.0,5.0
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,0.07,0.18,0.0,0.1,0.36,53.0,4.0,52.0,6.0,503.0,1.0
Boxer's Road,PS,1995.0,Fighting,New,0.0,0.0,0.33,0.02,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,77.0,13.0,69.0,12.0,494.0,1.0
Toriko: Gourmet Survival!,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994.0,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Arctic Thunder,PS2,2001.0,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,45.0,23.0,50.0,10.0,721.0,7.0
NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.17,0.14,0.0,0.05,0.36,68.9971185166625,26.440992232523175,82.0,4.0,1425.0,2.0
J-League Pro Soccer Club o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.36,0.0,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
ESPN: Sports Connection,WiiU,2012.0,Sports,Ubisoft,0.2,0.12,0.0,0.03,0.36,31.0,13.0,24.0,18.0,1524.0,1.0
Digging for Dinosaurs,DS,2010.0,Action,Scholastic Inc.,0.33,0.0,0.0,0.02,0.36,68.9971185166625,26.440992232523175,95.0,163.0088459991958,306.0,1.0
Formula 1 Championship Edition,PS,1997.0,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Shrek,XB,2001.0,Platform,TDK Mediactive,0.25,0.1,0.0,0.01,0.36,49.0,19.0,51.0,9.0,395.0,7.0
Dragon's Crown,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78.0,15.0,81.0,198.0,1569.0,7.0
Thief (2014),PS3,2014.0,Action,Square Enix,0.1,0.17,0.02,0.05,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Blasto,PS,1998.0,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,0.13,0.17,0.0,0.05,0.35,79.0,63.0,79.0,191.0,1377.0,2.0
Wonder Pets! Save the Animals!,DS,2008.0,Adventure,Take-Two Interactive,0.33,0.0,0.0,0.02,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Backyard Baseball 2006,GBA,2005.0,Sports,Atari,0.25,0.09,0.0,0.01,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Cabela's Outdoor Adventures (2006),PS2,2005.0,Sports,Zoo Digital Publishing,0.17,0.14,0.0,0.05,0.35,68.9971185166625,26.440992232523175,86.0,17.0,1258.0,7.0
Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81.0,45.0,84.0,45.0,690.0,7.0
Press Your Luck 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.33,0.0,0.0,0.03,0.35,68.9971185166625,26.440992232523175,95.0,163.0088459991958,856.0,1.0
Nicktoons: Unite!,GC,2005.0,Adventure,THQ,0.27,0.07,0.0,0.01,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Farming Simulator 2015,PS4,2015.0,Simulation,Koch Media,0.1,0.2,0.0,0.06,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69.0,28.0,72.0,52.0,1259.0,5.0
Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.03,0.35,84.0,17.0,77.0,1671.0,950.0,5.0
Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76.0,43.0,73.0,109.0,804.0,7.0
Picross 2,GB,1996.0,Puzzle,Nintendo,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
SOCOM: Tactical Strike,PSP,2007.0,Shooter,Sony Computer Entertainment,0.32,0.01,0.0,0.03,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Farming Simulator 2015,X360,2015.0,Simulation,Koch Media,0.22,0.11,0.0,0.03,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Tiger Woods PGA Tour 14,X360,2013.0,Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,77.0,28.0,59.0,26.0,446.0,1.0
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
U-Sing,Wii,2009.0,Misc,Mindscape,0.0,0.32,0.0,0.03,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Outlaw Golf 2,PS2,2004.0,Sports,Global Star,0.17,0.14,0.0,0.05,0.35,63.0,20.0,95.0,163.0088459991958,686.0,5.0
Momotarou Dentetsu 12,PS2,2003.0,Misc,Hudson Soft,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85.0,55.0,81.0,44.0,1228.0,1.0
Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.35,69.0,10.0,66.0,7.0,1350.0,1.0
Disney's Tarzan: Return to the Jungle,GBA,2002.0,Action,Activision,0.25,0.09,0.0,0.01,0.35,68.0,8.0,95.0,163.0088459991958,390.0,1.0
Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,0.17,0.13,0.0,0.05,0.35,63.0,21.0,80.0,14.0,1532.0,7.0
Cabela's Dangerous Hunts,XB,2003.0,Sports,Zoo Digital Publishing,0.26,0.08,0.0,0.01,0.35,68.9971185166625,26.440992232523175,88.0,22.0,509.0,7.0
AMF Bowling World Lanes,Wii,2008.0,Sports,Bethesda Softworks,0.33,0.0,0.0,0.03,0.35,68.9971185166625,26.440992232523175,8.0,10.0,1584.0,1.0
Kinectimals: Now with Bears!,X360,2011.0,Misc,Microsoft Game Studios,0.27,0.06,0.0,0.03,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
G-Force,PSP,2009.0,Action,Electronic Arts,0.24,0.06,0.0,0.05,0.35,68.9971185166625,26.440992232523175,85.0,4.0,787.0,2.0
Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.07,0.24,0.0,0.04,0.35,81.0,25.0,88.0,22.0,1437.0,2.0
Jikkyou Powerful Pro Yakyuu 13,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Dark Void,PS3,2010.0,Action,Capcom,0.18,0.12,0.0,0.05,0.35,59.0,50.0,57.0,36.0,57.0,7.0
Guitar Hero: Smash Hits,PS3,2009.0,Misc,Activision,0.2,0.11,0.0,0.05,0.35,73.0,34.0,69.0,9.0,166.0,7.0
Mega Man X3,SNES,1995.0,Action,Laguna,0.04,0.01,0.3,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Stunt Race FX,SNES,1993.0,Racing,Nintendo,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
NHL 2K10,Wii,2009.0,Sports,Take-Two Interactive,0.32,0.01,0.0,0.03,0.35,79.0,8.0,65.0,16.0,1425.0,2.0
Bloody Roar 3,PS2,2001.0,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71.0,20.0,83.0,34.0,468.0,7.0
WWE Crush Hour,PS2,2003.0,Racing,THQ,0.17,0.13,0.0,0.04,0.35,56.0,13.0,50.0,8.0,1069.0,7.0
Persona 2: Eternal Punishment,PS,2000.0,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83.0,11.0,81.0,25.0,128.0,7.0
Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48.0,43.0,35.0,212.0,376.0,5.0
Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35,85.0,26.0,68.0,216.0,1538.0,5.0
One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66.0,45.0,75.0,49.0,1344.0,7.0
Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,39.0,13.0,55.0,11.0,1114.0,1.0
One Piece: Gigant Battle 2 Shin Sekai,DS,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.35,67.0,34.0,79.0,21.0,567.0,2.0
Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71.0,44.0,77.0,136.0,1042.0,7.0
Metro: Last Light,X360,2013.0,Action,Deep Silver,0.17,0.15,0.0,0.03,0.35,80.0,20.0,81.0,440.0,24.0,3.558615746902836
Jikkyou Powerful Pro Yakyuu 2000,N64,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.06,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Football Manager 2016,PC,2015.0,Simulation,Sega,0.0,0.33,0.0,0.02,0.35,81.0,34.0,66.0,97.0,1277.0,1.0
Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,0.17,0.13,0.0,0.04,0.35,65.0,28.0,63.0,48.0,277.0,5.0
Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009.0,Strategy,Electronic Arts,0.14,0.15,0.0,0.06,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.27,0.07,0.0,0.01,0.35,75.0,12.0,75.0,14.0,424.0,2.0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003.0,Action,THQ,0.25,0.09,0.0,0.01,0.35,68.9971185166625,26.440992232523175,95.0,163.0088459991958,648.0,1.0
FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,0.05,0.18,0.02,0.09,0.35,68.9971185166625,26.440992232523175,29.0,19.0,469.0,1.0
The Fairly Odd Parents: Shadow Showdown,PS2,2004.0,Platform,THQ,0.17,0.13,0.0,0.04,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
EA Sports MMA,X360,2010.0,Fighting,Electronic Arts,0.23,0.09,0.0,0.02,0.35,79.0,63.0,67.0,55.0,446.0,7.0
Saban's Power Rangers: Lightspeed Rescue,PS,2000.0,Action,THQ,0.19,0.13,0.0,0.02,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,0.26,0.08,0.0,0.01,0.35,49.0,12.0,95.0,163.0088459991958,1623.0,1.0
Defiance,PS3,2013.0,Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,59.0,21.0,66.0,145.0,1508.0,5.0
Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0.0,0.04,0.35,48.0,50.0,47.0,53.0,562.0,7.0
CSI: Deadly Intent - The Hidden Cases,DS,2009.0,Adventure,Ubisoft,0.16,0.15,0.0,0.04,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
College Hoops 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.17,0.13,0.0,0.04,0.35,66.0,4.0,95.0,163.0088459991958,1591.0,1.0
Destiny: The Taken King,X360,2015.0,Shooter,Activision,0.24,0.08,0.0,0.03,0.35,68.9971185166625,26.440992232523175,41.0,59.0,254.0,7.0
Pac-Man All-Stars,PS3,2011.0,Fighting,Namco Bandai Games,0.2,0.07,0.04,0.04,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Guitar Hero: Metallica,PS2,2009.0,Misc,Activision,0.17,0.13,0.0,0.04,0.35,68.9971185166625,26.440992232523175,73.0,9.0,992.0,7.0
Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87.0,31.0,84.0,34.0,92.0,7.0
Chicken Shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.32,0.0,0.0,0.02,0.35,27.0,9.0,45.0,26.0,385.0,2.0
Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35,70.0,15.0,66.0,9.0,1183.0,5.0
From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.32,0.02,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
MotoGP 08,X360,2008.0,Racing,Capcom,0.11,0.2,0.0,0.04,0.35,68.0,20.0,53.0,12.0,935.0,1.0
LEGO Marvel's Avengers,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0.0,0.03,0.35,71.0,18.0,48.0,15.0,1418.0,2.0
The Tale of Despereaux,PS2,2008.0,Platform,Brash Entertainment,0.17,0.13,0.0,0.04,0.35,68.9971185166625,26.440992232523175,95.0,163.0088459991958,240.0,2.0
Aggressive Inline,PS2,2002.0,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,85.0,31.0,84.0,14.0,1638.0,7.0
Mirror's Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69.0,50.0,44.0,578.0,430.0,7.0
Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.2,0.11,0.0,0.03,0.35,63.0,12.0,63.0,68.0,1178.0,5.0
Hello Kitty Daily,DS,2008.0,Misc,Nobilis,0.32,0.0,0.0,0.03,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
NFL Street,GC,2004.0,Sports,Electronic Arts,0.27,0.07,0.0,0.01,0.35,81.0,30.0,77.0,4.0,446.0,1.0
Karaoke Revolution,PS2,2003.0,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,83.0,29.0,88.0,17.0,637.0,1.0
Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.17,0.13,0.0,0.04,0.35,81.0,28.0,86.0,17.0,887.0,7.0
Jikkyou Powerful Pro Yakyuu 7,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Rally Cross 2,PS,1998.0,Racing,989 Studios,0.19,0.13,0.0,0.02,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,59.0,12.0,75.0,4.0,543.0,7.0
Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,60.0,30.0,61.0,14.0,1638.0,7.0
Lunar 2: Eternal Blue Complete,PS,1999.0,Role-Playing,Kadokawa Shoten,0.19,0.13,0.0,0.02,0.35,86.0,12.0,86.0,37.0,567.0,7.0
Street Fighter Alpha: Warriors' Dreams,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.35,0.0,0.35,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Rugrats: Royal Ransom,PS2,2002.0,Platform,THQ,0.17,0.13,0.0,0.04,0.35,68.9971185166625,26.440992232523175,95.0,163.0088459991958,138.0,1.0
MLB 06: The Show,PSP,2006.0,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,83.0,30.0,82.0,32.0,1235.0,1.0
Over the Hedge,GC,2006.0,Platform,Activision,0.27,0.07,0.0,0.01,0.35,61.0,21.0,90.0,6.0,457.0,2.0
Charlie and the Chocolate Factory,PS2,2005.0,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35,35.0,21.0,38.0,28.0,657.0,1.0
TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.03,0.26,0.0,0.05,0.35,81.0,52.0,76.0,110.0,966.0,1.0
Kurushi Final: Mental Blocks,PS,1998.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.32,0.02,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Risk / Battleship / Clue,GBA,2005.0,Misc,Zoo Digital Publishing,0.25,0.09,0.0,0.01,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.2,0.11,0.0,0.03,0.34,85.0,14.0,64.0,7.0,469.0,1.0
Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.0,0.03,0.34,69.0,48.0,60.0,108.0,429.0,5.0
SD Gundam G Generation World,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34,68.9971185166625,26.440992232523175,95.0,163.0088459991958,676.0,1.0
High School Musical 3: Senior Year DANCE!,PS2,2008.0,Misc,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Hannah Montana: The Movie,Wii,2009.0,Adventure,Disney Interactive Studios,0.13,0.18,0.0,0.04,0.34,68.9971185166625,26.440992232523175,95.0,163.0088459991958,1673.0,1.0
Dynasty Warriors 5 Empires,PS2,2006.0,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62.0,23.0,88.0,24.0,1042.0,7.0
Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,6.0,31.0,256.0,1499.0,5.0
Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,0.11,0.18,0.0,0.06,0.34,57.0,41.0,53.0,27.0,654.0,7.0
SoulCalibur,DC,1999.0,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,98.0,24.0,85.0,200.0,967.0,7.0
WipEout 3,PS,1999.0,Racing,Psygnosis,0.19,0.13,0.0,0.02,0.34,89.0,14.0,82.0,15.0,1136.0,1.0
UEFA Euro 2008 Austria-Switzerland,X360,2008.0,Sports,Electronic Arts,0.08,0.23,0.0,0.03,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,0.24,0.07,0.0,0.03,0.34,68.9971185166625,26.440992232523175,73.0,5.0,703.0,1.0
Classic NES Series: Ice Climber,GBA,2004.0,Platform,Nintendo,0.1,0.04,0.2,0.01,0.34,66.0,12.0,95.0,163.0088459991958,1008.0,1.0
Pirates of the Caribbean: At World's End,DS,2007.0,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.34,66.0,14.0,95.0,163.0088459991958,69.0,2.0
WWE '12,Wii,2011.0,Fighting,THQ,0.23,0.08,0.0,0.03,0.34,74.0,6.0,49.0,9.0,1636.0,7.0
WWE All Stars,X360,2011.0,Fighting,THQ,0.18,0.14,0.0,0.03,0.34,75.0,64.0,69.0,45.0,1406.0,7.0
Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.15,0.0,0.06,0.34,73.0,37.0,84.0,62.0,736.0,2.0
Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,83.0,35.0,72.0,90.0,968.0,7.0
Freeway,2600,1980.0,Action,Activision,0.32,0.02,0.0,0.0,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Driver 2 Advance,GBA,2002.0,Action,Atari,0.25,0.09,0.0,0.01,0.34,73.0,9.0,63.0,14.0,1286.0,7.0
Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,77.0,21.0,88.0,18.0,1445.0,1.0
Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.16,0.15,0.0,0.04,0.34,61.0,10.0,55.0,4.0,873.0,2.0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34,65.0,34.0,83.0,20.0,264.0,2.0
Iron Storm,SAT,1995.0,Shooter,Sega,0.0,0.0,0.34,0.0,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,75.0,38.0,73.0,45.0,813.0,7.0
MotorStorm: Arctic Edge,PS2,2009.0,Racing,Sony Computer Entertainment,0.07,0.03,0.0,0.25,0.34,72.0,10.0,80.0,6.0,1589.0,7.0
The Fairly Odd Parents: Shadow Showdown,GBA,2004.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Marvel Super Heroes,PS,1997.0,Fighting,Virgin Interactive,0.19,0.13,0.0,0.02,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Super Bust-A-Move,PS2,2000.0,Puzzle,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.34,75.0,11.0,95.0,163.0088459991958,1421.0,1.0
Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34,78.0,44.0,85.0,15.0,736.0,5.0
Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.23,0.09,0.0,0.03,0.34,75.0,28.0,68.0,23.0,588.0,2.0
Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,Eidos Interactive,0.17,0.13,0.0,0.04,0.34,65.0,15.0,78.0,7.0,318.0,7.0
Frostbite,2600,1983.0,Action,Activision,0.32,0.02,0.0,0.0,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Alien's Return,2600,1982.0,Action,ITT Family Games,0.32,0.02,0.0,0.0,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.0,Action,Nintendo,0.07,0.14,0.11,0.02,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Avatar: The Last Airbender - The Burning Earth,DS,2007.0,Action,THQ,0.31,0.0,0.0,0.03,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.34,45.0,17.0,40.0,8.0,117.0,1.0
Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80.0,82.0,18.0,6157.0,1192.0,5.0
Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,49.0,77.0,47.0,127.0,7.0
DanceDanceRevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.28,0.04,0.0,0.02,0.34,68.9971185166625,26.440992232523175,95.0,163.0088459991958,804.0,1.0
WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.34,76.0,36.0,57.0,263.0,1636.0,7.0
NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.29,0.03,0.0,0.02,0.34,68.9971185166625,26.440992232523175,65.0,6.0,1591.0,1.0
The Urbz: Sims in the City,XB,2004.0,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,70.0,28.0,62.0,10.0,898.0,7.0
Fantastic Voyage,2600,1981.0,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.09,0.19,0.0,0.07,0.34,68.9971185166625,26.440992232523175,74.72725424418013,163.0088459991958,835.0500807754443,3.558615746902836
